"uuid";"Родитель_Key";"ЭтоГруппа";"Наименование";"Уровень";"Уровень_1";"Уровень_2";"Уровень_3";"Уровень_4";"Уровень_5";"Уровень_6"
eac298b5-aa31-11ee-8c27-c862deca6261;c8db150f-357a-11ed-aa22-505dac4282cc;false;Плинтус алюминиевый ПЛОСКИЙ 80;5;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Плинтус алюминиевый ПЛОСКИЙ 80;Плинтус алюминиевый ПЛОСКИЙ 80
c8db150f-357a-11ed-aa22-505dac4282cc;"0a7ba8d2-7fa6-11ee-8c24-90ebb049f306";true;Полотна Нестандарт;4;_Удл;удалить;Нестандарт  Комплектующих Filamuro;Полотна Нестандарт;Полотна Нестандарт;Полотна Нестандарт
cac61902-876e-11ee-8c25-c480eee4e001;c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;ПО А2 Белая эмаль Черный лакобель;3;_Удл;удалить;ПО А2 Белая эмаль Черный лакобель;ПО А2 Белая эмаль Черный лакобель;ПО А2 Белая эмаль Черный лакобель;ПО А2 Белая эмаль Черный лакобель
"749012d3-1137-11f0-8c3b-ad030985df5e";c7a3625a-92a8-11eb-a9d7-505dac4282cb;false;Паркет Silkwood 506;3;_Удл;удалить;Паркет Silkwood 506;Паркет Silkwood 506;Паркет Silkwood 506;Паркет Silkwood 506
"8349c89a-f170-11ed-aa30-505dac4282cc";c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Плинтус Vinart;3;_Удл;удалить;Плинтус Vinart;Плинтус Vinart;Плинтус Vinart;Плинтус Vinart
"6f8d8085-0bbc-11f0-8c3a-a7d9803df3c7";c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Подложки;3;_Удл;удалить;Подложки;Подложки;Подложки;Подложки
"1d52e9f6-b9cf-11ee-8c28-eeb5e161dab6";c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Притворная планка 2400*42*10 ;3;_Удл;удалить;Притворная планка 2400*42*10 ;Притворная планка 2400*42*10 ;Притворная планка 2400*42*10 ;Притворная планка 2400*42*10 
"0ec33144-e821-11ed-aa2e-505dac4282cc";c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Рекламная продукция;3;_Удл;удалить;Рекламная продукция;Рекламная продукция;Рекламная продукция;Рекламная продукция
f0bcf664-5900-11ed-aa25-505dac4282cc;b61479ad-5900-11ed-aa25-505dac4282cc;false;Каталоги;4;_Удл;удалить;Рекламные материалы;Каталоги;Каталоги;Каталоги
"69defe3e-6150-11ec-a9fd-505dac4282cc";b61479ad-5900-11ed-aa25-505dac4282cc;false;Коробка т. с упл Classic Baguette;4;_Удл;удалить;Рекламные материалы;Коробка т. с упл Classic Baguette;Коробка т. с упл Classic Baguette;Коробка т. с упл Classic Baguette
"69f16da3-6157-11ec-a9fd-505dac4282cc";b61479ad-5900-11ed-aa25-505dac4282cc;false;Налич тел.ЭкоШпон 2440*70*10/1000*70*8 Жемчуж-перл;4;_Удл;удалить;Рекламные материалы;Налич тел.ЭкоШпон 2440*70*10/1000*70*8 Жемчуж-перл;Налич тел.ЭкоШпон 2440*70*10/1000*70*8 Жемчуж-перл;Налич тел.ЭкоШпон 2440*70*10/1000*70*8 Жемчуж-перл
"537595a9-6157-11ec-a9fd-505dac4282cc";b61479ad-5900-11ed-aa25-505dac4282cc;false;Наличн тел.ЭкоШпон 2440*70*10/1000*70*8 бел эмаль;4;_Удл;удалить;Рекламные материалы;Наличн тел.ЭкоШпон 2440*70*10/1000*70*8 бел эмаль;Наличн тел.ЭкоШпон 2440*70*10/1000*70*8 бел эмаль;Наличн тел.ЭкоШпон 2440*70*10/1000*70*8 бел эмаль
"24ba142c-6157-11ec-a9fd-505dac4282cc";b61479ad-5900-11ed-aa25-505dac4282cc;false;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 RAL 7047;4;_Удл;удалить;Рекламные материалы;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 RAL 7047;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 RAL 7047;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 RAL 7047
"097a95a7-6157-11ec-a9fd-505dac4282cc";b61479ad-5900-11ed-aa25-505dac4282cc;false;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 бел мат;4;_Удл;удалить;Рекламные материалы;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 бел мат;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 бел мат;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 бел мат
"1178d090-6157-11ec-a9fd-505dac4282cc";b61479ad-5900-11ed-aa25-505dac4282cc;false;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 сер мат;4;_Удл;удалить;Рекламные материалы;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 сер мат;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 сер мат;Наличник тел.ЭкоШпон 2440*70*10/1000*70*8 сер мат
b61479ad-5900-11ed-aa25-505dac4282cc;c7a3625a-92a8-11eb-a9d7-505dac4282cb;true;Рекламные материалы;3;_Удл;удалить;Рекламные материалы;Рекламные материалы;Рекламные материалы;Рекламные материалы
c7a3625a-92a8-11eb-a9d7-505dac4282cb;"63ac491c-3f13-11ed-aa23-505dac4282cc";true;удалить;2;_Удл;удалить;удалить;удалить;удалить;удалить
"0c878e18-9063-11ea-a9b0-505dac4282cc";"00000000-0000-0000-0000-000000000000";true;Арбитон;1;Арбитон;Арбитон;Арбитон;Арбитон;Арбитон;Арбитон
e859c571-94df-11e9-80d0-fe35b4ce810f;"4b1e0309-94cb-11e9-80d0-fe35b4ce810f";false;Блок Вега;3;Арбитон;Комплектующие (Арбитон);Блок Вега;Блок Вега;Блок Вега;Блок Вега
f317ee05-94df-11e9-80d0-fe35b4ce810f;"4b1e0309-94cb-11e9-80d0-fe35b4ce810f";false;Блок Даймонд;3;Арбитон;Комплектующие (Арбитон);Блок Даймонд;Блок Даймонд;Блок Даймонд;Блок Даймонд
"084b3adf-94e0-11e9-80d0-fe35b4ce810f";"4b1e0309-94cb-11e9-80d0-fe35b4ce810f";false;Индо Левая;3;Арбитон;Комплектующие (Арбитон);Индо Левая;Индо Левая;Индо Левая;Индо Левая
"10d79e7a-94e0-11e9-80d0-fe35b4ce810f";"4b1e0309-94cb-11e9-80d0-fe35b4ce810f";false;Индо Наружный;3;Арбитон;Комплектующие (Арбитон);Индо Наружный;Индо Наружный;Индо Наружный;Индо Наружный
"18275976-94e0-11e9-80d0-fe35b4ce810f";"4b1e0309-94cb-11e9-80d0-fe35b4ce810f";false;Индо Правая;3;Арбитон;Комплектующие (Арбитон);Индо Правая;Индо Правая;Индо Правая;Индо Правая
"211dfb20-94e0-11e9-80d0-fe35b4ce810f";"4b1e0309-94cb-11e9-80d0-fe35b4ce810f";false;Индо Соединитель;3;Арбитон;Комплектующие (Арбитон);Индо Соединитель;Индо Соединитель;Индо Соединитель;Индо Соединитель
ff48adf9-94df-11e9-80d0-fe35b4ce810f;"4b1e0309-94cb-11e9-80d0-fe35b4ce810f";false;Индо внутренний;3;Арбитон;Комплектующие (Арбитон);Индо внутренний;Индо внутренний;Индо внутренний;Индо внутренний
"4b1e0309-94cb-11e9-80d0-fe35b4ce810f";"0c878e18-9063-11ea-a9b0-505dac4282cc";true;Комплектующие (Арбитон);2;Арбитон;Комплектующие (Арбитон);Комплектующие (Арбитон);Комплектующие (Арбитон);Комплектующие (Арбитон);Комплектующие (Арбитон)
"2a78989b-94e0-11e9-80d0-fe35b4ce810f";"4b1e0309-94cb-11e9-80d0-fe35b4ce810f";false;Крепление Даймонд;3;Арбитон;Комплектующие (Арбитон);Крепление Даймонд;Крепление Даймонд;Крепление Даймонд;Крепление Даймонд
fea84184-92a8-11eb-a9d7-505dac4282cb;"4b1e0309-94cb-11e9-80d0-fe35b4ce810f";false;Крепление+комплектующие VIGO;3;Арбитон;Комплектующие (Арбитон);Крепление+комплектующие VIGO;Крепление+комплектующие VIGO;Крепление+комплектующие VIGO;Крепление+комплектующие VIGO
"9e090b9b-71e9-11eb-a9d5-505dac4282cb";ae9f18e9-94df-11e9-80d0-fe35b4ce810f;false;Stiq;3;Арбитон;Плинтусы (Арбитон);Stiq;Stiq;Stiq;Stiq
"8b69b798-71e9-11eb-a9d5-505dac4282cb";ae9f18e9-94df-11e9-80d0-fe35b4ce810f;false;Vigo;3;Арбитон;Плинтусы (Арбитон);Vigo;Vigo;Vigo;Vigo
ba9eac7f-94df-11e9-80d0-fe35b4ce810f;ae9f18e9-94df-11e9-80d0-fe35b4ce810f;false;Вега;3;Арбитон;Плинтусы (Арбитон);Вега;Вега;Вега;Вега
c62aeb05-94df-11e9-80d0-fe35b4ce810f;ae9f18e9-94df-11e9-80d0-fe35b4ce810f;false;Даймонд;3;Арбитон;Плинтусы (Арбитон);Даймонд;Даймонд;Даймонд;Даймонд
d3b10d36-94df-11e9-80d0-fe35b4ce810f;ae9f18e9-94df-11e9-80d0-fe35b4ce810f;false;Индо;3;Арбитон;Плинтусы (Арбитон);Индо;Индо;Индо;Индо
dcba287e-94df-11e9-80d0-fe35b4ce810f;ae9f18e9-94df-11e9-80d0-fe35b4ce810f;false;Интегро;3;Арбитон;Плинтусы (Арбитон);Интегро;Интегро;Интегро;Интегро
ae9f18e9-94df-11e9-80d0-fe35b4ce810f;"0c878e18-9063-11ea-a9b0-505dac4282cc";true;Плинтусы (Арбитон);2;Арбитон;Плинтусы (Арбитон);Плинтусы (Арбитон);Плинтусы (Арбитон);Плинтусы (Арбитон);Плинтусы (Арбитон)
a477a4cd-71e9-11eb-a9d5-505dac4282cb;ae9f18e9-94df-11e9-80d0-fe35b4ce810f;false;Профили;3;Арбитон;Плинтусы (Арбитон);Профили;Профили;Профили;Профили
a9fac7e2-727f-11ef-8c32-c42dcda0bdba;ac22609c-8805-11ec-aa01-505dac4282cc;true;Portika / Двери Мебель;2;Двери;Portika / Двери Мебель;Portika / Двери Мебель;Portika / Двери Мебель;Portika / Двери Мебель;Portika / Двери Мебель
e2d2a031-7285-11ef-8c32-c42dcda0bdba;cfd037ab-727f-11ef-8c32-c42dcda0bdba;false;Доборы;4;Двери;Portika / Двери Мебель;Комплектующие;Доборы;Доборы;Доборы
b0f50cf2-7286-11ef-8c32-c42dcda0bdba;cfd037ab-727f-11ef-8c32-c42dcda0bdba;false;Карниз;4;Двери;Portika / Двери Мебель;Комплектующие;Карниз;Карниз;Карниз
cfd037ab-727f-11ef-8c32-c42dcda0bdba;a9fac7e2-727f-11ef-8c32-c42dcda0bdba;true;Комплектующие;3;Двери;Portika / Двери Мебель;Комплектующие;Комплектующие;Комплектующие;Комплектующие
"3ce88cc0-7286-11ef-8c32-c42dcda0bdba";cfd037ab-727f-11ef-8c32-c42dcda0bdba;false;Короба;4;Двери;Portika / Двери Мебель;Комплектующие;Короба;Короба;Короба
"5ca72b29-7286-11ef-8c32-c42dcda0bdba";cfd037ab-727f-11ef-8c32-c42dcda0bdba;false;Наличники;4;Двери;Portika / Двери Мебель;Комплектующие;Наличники;Наличники;Наличники
"7aa86dee-b3bc-11ef-8c33-ac5a3889fd1c";cfd037ab-727f-11ef-8c32-c42dcda0bdba;false;Притворные планки;4;Двери;Portika / Двери Мебель;Комплектующие;Притворные планки;Притворные планки;Притворные планки
"0af9ee79-7280-11ef-8c32-c42dcda0bdba";b779d45d-727f-11ef-8c32-c42dcda0bdba;false;Классико;4;Двери;Portika / Двери Мебель;Полотна;Классико;Классико;Классико
f9769a49-8889-11ef-8c32-c42dcda0bdba;b779d45d-727f-11ef-8c32-c42dcda0bdba;false;Неоклассико;4;Двери;Portika / Двери Мебель;Полотна;Неоклассико;Неоклассико;Неоклассико
b779d45d-727f-11ef-8c32-c42dcda0bdba;a9fac7e2-727f-11ef-8c32-c42dcda0bdba;true;Полотна;3;Двери;Portika / Двери Мебель;Полотна;Полотна;Полотна;Полотна
"1388b45a-8889-11ef-8c32-c42dcda0bdba";b779d45d-727f-11ef-8c32-c42dcda0bdba;false;Порта;4;Двери;Portika / Двери Мебель;Полотна;Порта;Порта;Порта
"966f0549-b3b9-11ef-8c33-ac5a3889fd1c";b779d45d-727f-11ef-8c32-c42dcda0bdba;false;Порта Invisible;4;Двери;Portika / Двери Мебель;Полотна;Порта Invisible;Порта Invisible;Порта Invisible
"4854be0d-3b0b-11f1-8c6e-876486533714";b779d45d-727f-11ef-8c32-c42dcda0bdba;false;Рекламная продукция;4;Двери;Portika / Двери Мебель;Полотна;Рекламная продукция;Рекламная продукция;Рекламная продукция
"08d014c1-e90c-11ee-8c2b-d498ad7c6c82";ac22609c-8805-11ec-aa01-505dac4282cc;true;Profil Doors;2;Двери;Profil Doors;Profil Doors;Profil Doors;Profil Doors;Profil Doors
"23b073e2-e90c-11ee-8c2b-d498ad7c6c82";"08d014c1-e90c-11ee-8c2b-d498ad7c6c82";true;Комплектующие;3;Двери;Profil Doors;Комплектующие;Комплектующие;Комплектующие;Комплектующие
baf2ea99-e90c-11ee-8c2b-d498ad7c6c82;"4176447d-e90c-11ee-8c2b-d498ad7c6c82";false;Короб для скрытой двери;5;Двери;Profil Doors;Комплектующие;Коробка;Короб для скрытой двери;Короб для скрытой двери
"4176447d-e90c-11ee-8c2b-d498ad7c6c82";"23b073e2-e90c-11ee-8c2b-d498ad7c6c82";true;Коробка;4;Двери;Profil Doors;Комплектующие;Коробка;Коробка;Коробка
"165a7f83-e90c-11ee-8c2b-d498ad7c6c82";"08d014c1-e90c-11ee-8c2b-d498ad7c6c82";true;Полотна;3;Двери;Profil Doors;Полотна;Полотна;Полотна;Полотна
"23900860-e90d-11ee-8c2b-d498ad7c6c82";"30539d57-e90c-11ee-8c2b-d498ad7c6c82";false;Полотно 2200;5;Двери;Profil Doors;Полотна;Скрытые двери;Полотно 2200;Полотно 2200
"30539d57-e90c-11ee-8c2b-d498ad7c6c82";"165a7f83-e90c-11ee-8c2b-d498ad7c6c82";true;Скрытые двери;4;Двери;Profil Doors;Полотна;Скрытые двери;Скрытые двери;Скрытые двери
"7b01cd9d-2f99-11ef-8c2d-e3b23f4f9065";ac22609c-8805-11ec-aa01-505dac4282cc;true;Волховец / Лайсвуд;2;Двери;Волховец / Лайсвуд;Волховец / Лайсвуд;Волховец / Лайсвуд;Волховец / Лайсвуд;Волховец / Лайсвуд
"9280232e-9065-11f0-8c58-da259c30adc2";"6b58847a-f0ef-11ef-8c34-ff845b378e2b";false;Бук без эффектов;6;Двери;Волховец / Лайсвуд;Комплектующие;Доборы;ДОБ013;Бук без эффектов
d1b37c87-f0ef-11ef-8c34-ff845b378e2b;"6b58847a-f0ef-11ef-8c34-ff845b378e2b";false;Гладкая эмаль;6;Двери;Волховец / Лайсвуд;Комплектующие;Доборы;ДОБ013;Гладкая эмаль
"6b58847a-f0ef-11ef-8c34-ff845b378e2b";f6d3e257-b884-11ef-8c33-ac5a3889fd1c;true;ДОБ013;5;Двери;Волховец / Лайсвуд;Комплектующие;Доборы;ДОБ013;ДОБ013
"8f1031ba-526e-11f0-8c50-dc689ad6f211";"6b58847a-f0ef-11ef-8c34-ff845b378e2b";false;Дуб с эффектами матовый;6;Двери;Волховец / Лайсвуд;Комплектующие;Доборы;ДОБ013;Дуб с эффектами матовый
